condition,condition_id,family,noise_id,noise_label,pos_std_mm,ori_std_deg,task,skill_type,reached_count,completed_count,skill_success_rate,track_pos_cm,track_ori_deg,track_total,tracking_count,tracking_complete
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,one_leg,screw,30,30,1.0,6.05038058120972,18.976522038732025,9.845684988956124,1,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,round_table,push,36,36,1.0,7.326270696107424,61.89311545739443,19.704893787586307,8,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,round_table,push,36,36,1.0,11.673430676806802,46.61865965915101,20.997162608637,36,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,round_table,push,36,36,1.0,6.833717100553881,60.82197103272068,18.998111307098018,7,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,round_table,push,36,34,0.9444444444444444,7.37417747887447,58.05435233425203,18.98504794572488,5,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,round_table,push,36,36,1.0,7.183991822661359,60.37777054316014,19.259545931293385,5,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,round_table,push,36,36,1.0,8.217769129535824,48.6695688045329,17.951682890442402,3,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,round_table,pick,54,45,0.8333333333333334,2.44647187335125,25.351602841721924,7.516792441695634,14,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,round_table,pick,55,49,0.8909090909090909,22.46915392314666,64.64300111581856,35.39775414631037,55,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,round_table,pick,56,50,0.8928571428571429,5.34235207189397,32.91887235686915,11.9261265432678,13,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,round_table,pick,54,52,0.9629629629629629,1.881914577569489,19.793848329948005,5.84068424355909,16,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,round_table,pick,64,62,0.96875,4.069255186040931,29.89741513646703,10.048738213334337,14,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,round_table,pick,58,53,0.9137931034482759,4.329954838521657,45.71045603691862,13.47204604590538,13,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,round_table,place,45,38,0.8444444444444444,2.309799533993098,18.001424549065657,5.910084443806228,12,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,round_table,place,49,41,0.8367346938775511,4.444517002429745,52.82332604596202,15.009182211622146,49,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,round_table,place,50,41,0.82,2.7574884430591977,16.76166602434117,6.109821647927431,10,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,round_table,place,52,43,0.8269230769230769,2.185892867610553,9.681458238268373,4.1221845152642285,16,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,round_table,place,62,59,0.9516129032258065,3.07805171500954,27.17864370111266,8.513780455232071,12,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,round_table,place,53,48,0.9056603773584906,4.423955212682056,38.273908012519435,12.078736815185943,12,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,round_table,insert,38,36,0.9473684210526315,1.4264495430557746,7.025643448323416,2.831578232720458,9,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,round_table,insert,42,39,0.9285714285714286,4.1639166947571615,27.83479575517675,9.730875845792513,42,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,round_table,insert,41,39,0.9512195121951219,1.5020789355797795,7.703580941713962,3.0427951239225717,9,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,round_table,insert,43,43,1.0,1.936152487820657,12.02177778131603,4.340508044083863,13,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,round_table,insert,59,57,0.9661016949152542,2.7279301365557047,16.48922173324316,6.025774483204335,10,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,round_table,insert,49,49,1.0,3.697614885830323,33.76160729002627,10.449936343835578,8,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,round_table,screw,36,29,0.8055555555555556,2.3285270302179835,30.168599486750708,8.362246927568126,7,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,round_table,screw,39,31,0.7948717948717948,16.331210777028105,67.57218715500748,29.845648208029598,39,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,round_table,screw,39,32,0.8205128205128205,2.8026923698221218,29.495423575792852,8.70177708498069,5,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,round_table,screw,43,35,0.813953488372093,2.5385039373247724,32.612414108340275,9.060986758992826,8,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,round_table,screw,57,49,0.8596491228070176,3.2458752556433743,55.79832895294259,14.405541046231889,7,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,round_table,screw,49,42,0.8571428571428571,4.978340811494646,37.993871154445785,12.577115042383802,5,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,lamp,push,36,35,0.9722222222222222,6.9166285854049905,73.34615248661495,21.58585908272798,8,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,lamp,push,36,36,1.0,13.173035773459713,50.052889652691874,23.183613703998088,36,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,lamp,push,36,36,1.0,7.404299499076236,74.64991288062129,22.33428207520049,8,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,lamp,push,36,35,0.9722222222222222,8.754806083492635,69.59304702156004,22.673415487804643,8,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,lamp,push,36,36,1.0,7.401555537280231,68.80160816001998,21.161877169284228,7,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,lamp,push,36,35,0.9722222222222222,7.139426384865607,81.43032724511431,23.42549183388847,7,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,lamp,pick,44,43,0.9772727272727273,2.7384648295280574,19.77790590264457,6.69404601005697,9,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,lamp,pick,46,41,0.8913043478260869,16.53504119199728,50.15346028882882,26.565733249763042,46,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,lamp,pick,44,40,0.9090909090909091,1.9350841952795872,13.557039119113583,4.646492019102304,9,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,lamp,pick,50,50,1.0,4.463009912269719,22.188407452569745,8.900691402783666,12,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,lamp,pick,42,40,0.9523809523809523,6.797071432042091,26.572794519676137,12.111630335977317,9,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,lamp,pick,42,36,0.8571428571428571,11.152328309947459,46.48740527754566,20.449809365456588,8,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,lamp,place,43,30,0.6976744186046512,4.941996614060856,56.48835478436277,16.23966757093341,9,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,lamp,place,41,26,0.6341463414634146,17.076500549927836,25.227300379446987,22.12196062581723,41,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,lamp,place,40,26,0.65,3.8980330977471076,51.38350337634424,14.174733773015955,8,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,lamp,place,50,38,0.76,2.231153329741756,43.64466726314664,10.960086782371084,7,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,lamp,place,39,20,0.5128205128205128,7.021346898459359,86.77154162205052,24.37565522286946,7,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,lamp,place,36,25,0.6944444444444444,7.935066596115557,75.35924494340149,23.006915584795852,6,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,lamp,insert,22,22,1.0,1.3527961415242906,25.985896505104883,6.549975442545266,5,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,lamp,insert,17,17,1.0,11.573951645059495,97.69561058796542,31.113073762652583,17,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,lamp,insert,18,18,1.0,1.2917339741831675,25.862366210106348,6.4642072162044375,5,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,lamp,insert,24,24,1.0,1.8644764179825941,40.993823675989496,10.063241153180488,7,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,lamp,insert,15,15,1.0,1.6795383422951462,35.37020939598442,8.75358022149203,4,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,lamp,insert,18,18,1.0,5.699263566635823,53.28891506430081,16.357046579495986,2,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,lamp,screw,22,18,0.8181818181818182,9.269637865516863,23.80778981589955,14.031195828696772,3,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,lamp,screw,17,16,0.9411764705882353,26.758800271866612,83.82187712082337,43.52317569603128,17,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,lamp,screw,18,15,0.8333333333333334,10.04737610634896,38.1278713523656,17.67295037682208,2,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,lamp,screw,24,17,0.7083333333333334,5.696264819875419,18.964408521602596,9.48914652419594,7,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,lamp,screw,15,12,0.8,4.084522879107784,11.682999666014004,6.421122812310585,2,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,lamp,screw,18,12,0.6666666666666666,8.724914409873668,23.980202259269504,13.520954861727567,1,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n0,0mm/0deg,0.0,0.0,one_leg,push,36,34,0.9444444444444444,5.07756083321501,21.483957913061552,9.374352415827321,8,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,shuffle,shuffled-guidance,0.0,0.0,one_leg,push,36,35,0.9722222222222222,11.792144051777573,40.40155202433721,19.872454456645013,36,False
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n1,3mm/2.5deg,3.0,2.5,one_leg,push,36,36,1.0,4.559710224901305,20.721999954117603,8.704110215724825,8,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n2,6mm/5deg,6.0,5.0,one_leg,push,36,35,0.9722222222222222,5.2785847078244075,25.70889100712746,10.4203629092499,8,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n3,12mm/10deg,12.0,10.0,one_leg,push,36,36,1.0,3.757047339411003,19.78146559763918,7.713340458938838,7,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n4,24mm/20deg,24.0,20.0,one_leg,push,36,35,0.9722222222222222,6.173998885143616,48.521116981685445,15.878222281480708,7,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n0,0mm/0deg,0.0,0.0,one_leg,pick,70,70,1.0,1.766804905465577,12.765172162407634,4.319839337947104,15,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,shuffle,shuffled-guidance,0.0,0.0,one_leg,pick,71,71,1.0,23.31064535403862,104.76610833090477,44.263867020219585,71,False
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n1,3mm/2.5deg,3.0,2.5,one_leg,pick,72,71,0.9861111111111112,1.542876208292061,16.69950215276992,4.882776638846044,16,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n2,6mm/5deg,6.0,5.0,one_leg,pick,71,71,1.0,2.286514862273085,15.532189169103056,5.392952696093696,15,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n3,12mm/10deg,12.0,10.0,one_leg,pick,72,72,1.0,4.2577821097270805,19.742538664672384,8.206289842661556,15,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n4,24mm/20deg,24.0,20.0,one_leg,pick,71,71,1.0,4.152747286415143,35.929415744923325,11.338630435399809,11,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,n0,0mm/0deg,0.0,0.0,one_leg,place,34,32,0.9411764705882353,0.8759551699731869,10.400556554040644,2.956066480781316,7,True
rgbd+grasp-part-colored,grasp_part_colored,grasp-part,shuffle,shuffled-guidance,0.0,0.0,one_leg,place,35,33,0.9428571428571428,19.55254734774782,72.09869798744444,33.972286945236704,35,False
